Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Company Reputation,Employee Recognition,Attrition,Innovation Opportunities_No,Innovation Opportunities_Yes,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Leadership Opportunities_No,Leadership Opportunities_Yes,Remote Work_No,Remote Work_Yes,Overtime_No,Overtime_Yes
47,0,20,6932,1,2,2,1,69,4,3,0,0,79,2,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
35,0,1,8606,0,2,0,0,12,2,2,1,1,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
49,0,11,8914,1,3,2,0,75,0,2,0,1,49,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
33,0,14,8949,0,3,1,0,84,1,0,0,2,78,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
42,0,26,6956,3,1,2,0,13,1,0,2,2,42,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
31,0,9,10664,2,2,2,0,18,1,3,0,0,73,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
59,0,5,7183,2,1,3,2,84,2,1,0,1,68,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
48,1,31,9840,1,2,2,1,81,4,0,2,2,35,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
42,0,31,6197,0,1,2,0,40,1,0,2,1,46,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
24,0,4,8735,1,1,2,1,23,2,3,0,2,80,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
57,1,27,7108,2,1,2,0,10,3,2,2,2,105,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
47,0,11,9342,3,2,3,1,5,3,1,0,1,33,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
51,1,11,3819,0,3,2,1,70,2,3,1,2,23,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
45,0,11,8700,2,2,3,0,68,0,3,2,1,35,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
59,0,46,5971,3,0,3,2,89,1,1,1,1,124,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
25,0,10,5714,1,2,0,0,76,3,2,0,1,57,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
18,1,10,5905,3,2,2,1,31,1,2,1,1,14,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
37,0,14,6442,2,2,1,1,50,3,1,1,0,17,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
29,0,16,5833,0,3,1,0,16,0,3,2,0,18,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
46,1,8,3809,3,3,1,0,77,1,0,0,0,41,3,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
24,1,1,11715,2,1,1,2,15,1,1,0,0,50,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
34,1,21,5474,2,1,2,2,36,3,3,0,1,49,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
51,1,28,8917,0,2,3,1,17,1,1,0,1,78,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
19,1,4,5578,0,2,1,0,32,4,0,1,1,80,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
48,1,30,4533,2,3,2,0,52,1,2,0,1,47,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
27,1,16,8105,3,2,2,0,87,1,0,2,1,46,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
39,0,21,8217,1,2,3,1,79,3,2,0,2,88,2,3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
44,0,3,5384,2,3,2,1,74,3,3,0,0,4,3,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
26,0,12,9424,3,2,2,3,35,1,0,0,1,73,2,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
42,0,25,7084,1,2,2,2,56,0,4,1,1,100,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
29,0,7,3851,3,0,2,0,44,2,0,1,1,8,2,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
47,0,28,4663,0,0,2,1,85,0,3,2,2,29,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
46,1,23,5374,2,2,0,0,12,1,0,0,0,98,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
32,1,20,9284,2,1,2,0,44,4,0,0,0,77,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
42,1,31,9659,2,3,2,3,8,0,2,0,0,69,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
45,1,7,9089,2,1,2,0,40,1,4,0,2,25,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
27,1,12,8389,3,2,2,2,42,1,1,0,1,69,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
28,1,12,6262,2,2,2,0,15,0,1,1,1,45,2,3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
23,0,13,8925,1,1,1,1,84,0,0,0,0,64,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
31,1,2,4735,2,3,2,0,71,2,3,0,1,65,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
19,0,6,4470,0,2,3,0,54,1,2,1,2,56,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
51,1,22,6080,3,2,3,0,75,3,4,1,1,62,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
24,0,1,9830,3,3,3,2,66,3,0,0,1,49,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
39,0,3,5448,2,3,2,1,54,1,1,1,0,11,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
43,1,27,8104,2,3,0,1,59,2,0,0,0,40,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
22,1,14,3920,1,3,1,1,61,2,1,0,1,93,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
31,0,11,5986,2,3,2,0,76,2,0,1,0,88,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
23,0,2,7533,0,3,3,0,71,0,0,2,1,9,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
35,1,5,4454,2,0,2,0,48,1,2,2,1,38,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
42,0,2,5555,1,3,2,1,54,2,1,1,0,78,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
49,0,35,7387,2,0,2,1,97,3,2,2,0,107,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
50,0,13,10154,1,2,2,1,32,3,1,0,1,42,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
38,0,2,6767,1,2,3,0,20,3,4,1,0,76,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
50,0,28,10185,2,2,1,0,80,2,4,1,2,76,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
28,1,13,7384,3,2,1,1,9,1,4,0,1,27,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
33,1,24,7310,2,3,1,3,35,2,2,2,1,88,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
22,0,2,5674,2,1,2,0,60,1,1,1,1,5,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
57,0,24,2915,0,1,2,2,60,2,0,2,0,79,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
53,0,12,9799,3,1,3,0,58,2,0,1,1,41,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
44,0,27,9950,1,1,1,1,15,3,1,0,2,83,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
48,1,19,9278,3,0,2,0,95,1,0,0,0,52,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
38,1,18,4523,2,1,2,1,18,0,1,1,1,86,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
49,1,7,4077,0,3,2,0,74,2,1,1,0,38,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
24,1,13,5239,2,2,2,0,74,3,0,0,1,74,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
18,0,7,6436,2,2,1,1,67,1,2,1,1,30,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
49,1,4,4094,2,2,2,0,23,4,0,1,0,6,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
28,1,17,10741,3,1,3,0,17,2,0,1,0,72,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
18,1,1,6307,1,3,1,0,54,2,4,1,0,66,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
29,0,9,8948,2,2,2,1,45,4,3,0,1,16,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
54,0,3,6190,2,2,2,2,91,3,2,2,1,82,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
45,0,9,4423,2,3,2,1,6,1,4,0,1,45,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
40,1,7,6309,1,2,2,0,86,0,1,2,2,34,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
56,0,24,8598,2,1,3,0,88,3,1,1,1,102,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
47,1,37,9311,1,3,3,2,49,2,4,0,1,108,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
27,1,2,7182,2,2,2,2,12,3,5,1,1,23,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
43,1,27,8182,1,2,2,2,50,3,1,1,2,93,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
58,1,31,10369,0,0,2,0,75,0,1,1,1,90,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
29,0,10,6451,1,1,2,0,73,1,4,2,2,89,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
45,1,2,8131,1,2,1,0,64,1,3,2,0,31,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
52,0,34,9618,1,2,3,1,37,3,3,1,0,53,0,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
31,0,18,10542,3,2,2,0,40,1,1,0,1,31,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
46,0,27,7367,0,1,2,2,48,2,2,0,2,64,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
24,1,5,6898,1,2,1,1,91,2,2,0,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
27,0,14,9708,1,2,1,2,49,1,1,0,1,59,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
23,1,13,10705,1,2,2,1,74,1,4,0,1,62,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
23,1,9,12305,2,1,2,1,24,3,5,1,1,47,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
56,1,36,4439,3,3,2,2,19,3,2,0,2,59,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
55,1,31,6781,1,2,3,1,23,3,0,2,0,38,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
40,1,21,9984,1,3,2,0,23,1,0,1,2,91,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
49,1,32,9310,2,1,2,0,48,2,0,0,2,89,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
26,0,13,4895,0,2,1,1,53,3,3,1,0,81,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
28,1,2,5900,1,1,2,0,80,1,0,0,0,32,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
33,1,25,10554,0,2,1,0,45,2,0,2,2,58,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
50,0,39,5970,1,3,2,0,18,1,0,0,1,45,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
29,0,6,6400,3,2,2,2,97,4,0,2,1,33,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
49,1,17,5092,0,2,2,0,63,1,0,0,2,75,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
40,0,16,7743,1,2,2,0,56,1,0,0,2,81,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
44,0,2,10308,2,2,3,0,52,3,0,1,2,27,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
21,1,11,5966,1,3,2,2,6,2,1,2,2,51,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
42,0,32,5855,3,1,2,0,47,2,1,0,1,50,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
37,0,12,3729,0,2,2,1,52,2,4,0,0,42,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
38,0,22,5696,1,2,1,1,66,0,1,0,2,92,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
42,0,30,7409,1,2,1,1,98,1,4,1,0,89,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
55,1,13,5280,1,1,2,1,34,3,0,2,0,70,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
37,1,15,8130,3,0,3,0,39,1,4,0,2,91,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
53,0,8,6214,1,3,3,1,49,0,3,0,1,66,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
55,1,9,7424,2,3,2,1,56,1,0,1,0,25,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
56,1,19,9425,2,2,2,0,16,1,2,0,1,42,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
53,0,33,9254,2,2,2,3,41,1,0,2,1,51,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
37,0,4,6133,1,2,2,2,87,1,1,0,0,67,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
20,0,8,7241,1,3,3,2,25,1,1,2,0,30,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
32,0,8,3837,0,2,1,2,65,1,0,1,1,60,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
46,1,2,9313,3,3,2,0,44,1,1,0,2,81,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
35,0,16,7719,1,2,2,0,46,1,2,1,2,63,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
22,0,7,11148,2,2,1,0,80,4,0,1,1,24,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
18,0,6,9727,2,2,3,1,72,0,0,2,2,30,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
30,1,13,8197,3,2,2,3,95,0,0,0,2,22,3,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
32,1,15,4735,0,2,3,1,66,2,0,0,1,23,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
44,0,26,6027,1,3,2,1,82,0,3,0,0,104,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
38,0,23,3971,1,3,3,0,51,0,5,0,0,40,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
49,0,1,5073,1,2,3,0,22,1,2,1,1,50,1,2,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
37,1,18,9632,1,2,2,2,97,1,3,0,1,95,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
59,0,49,6871,0,2,0,1,45,0,1,0,1,83,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
21,0,10,3196,1,2,2,1,61,1,1,1,1,40,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
57,0,45,8542,3,3,3,0,88,1,0,1,0,114,3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
50,0,21,9364,2,2,1,0,65,0,1,0,1,48,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
54,1,23,7893,3,2,3,1,87,2,3,0,2,30,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
30,0,21,7914,1,2,2,0,78,2,2,1,1,52,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
31,0,14,3630,2,2,2,1,76,2,0,2,1,18,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
46,0,4,4977,3,1,1,1,52,1,4,0,1,60,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
18,0,7,4699,0,2,2,0,70,4,4,0,1,39,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
34,1,14,10205,2,1,1,1,4,1,2,0,2,92,2,3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
29,1,2,5234,2,0,3,0,29,3,4,0,2,50,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
50,1,30,7923,1,3,2,0,46,2,0,0,2,97,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
39,0,18,4523,2,2,3,2,6,2,1,2,1,49,3,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
45,1,21,10451,0,0,2,2,81,0,2,1,1,58,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
49,0,21,7788,2,3,3,1,91,0,0,0,2,24,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
34,0,3,8684,2,2,2,0,14,3,5,2,0,59,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
35,1,24,2870,1,3,2,2,24,2,5,2,1,25,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
52,1,21,4488,2,2,2,2,23,2,5,0,1,71,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
42,1,5,8918,2,3,2,1,56,3,5,1,1,79,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1
44,0,15,7356,1,2,1,1,74,1,3,2,2,91,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
51,1,24,4097,2,3,2,2,98,1,4,2,0,51,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
40,1,24,10930,3,0,3,0,29,0,4,0,0,97,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
52,0,33,8292,2,3,3,1,40,2,2,2,2,51,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
52,0,4,8003,0,1,1,1,95,2,0,0,1,57,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
38,1,26,9168,2,2,2,0,53,1,6,0,1,84,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
29,1,2,5431,1,1,1,0,63,3,5,0,1,23,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
34,1,10,6665,1,3,2,0,91,4,0,2,1,56,3,3,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
29,0,21,7602,2,2,2,1,71,0,4,0,1,64,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
49,0,17,4705,1,2,2,0,33,1,0,0,1,45,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
19,1,5,6844,3,1,2,2,93,1,3,1,2,36,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
30,0,2,4139,2,1,3,0,56,3,4,1,0,51,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
43,1,27,9620,2,3,2,2,23,2,0,1,0,89,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
58,0,29,9585,2,3,1,0,96,3,3,1,1,43,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
38,1,1,8630,2,2,2,0,80,4,1,0,0,40,2,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
44,0,31,6517,0,2,1,1,70,0,0,1,2,37,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
48,0,30,4497,1,1,2,3,2,1,1,1,2,86,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
36,1,27,9831,2,3,2,1,98,1,2,1,2,52,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
44,0,18,6672,2,2,1,0,88,2,2,1,0,35,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
19,1,11,9144,3,0,2,0,70,0,0,2,2,82,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
51,0,6,4675,2,1,2,0,91,3,0,2,1,57,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
46,0,30,5724,2,2,2,2,29,0,0,0,1,69,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
27,1,13,9366,0,2,2,0,96,1,1,1,1,38,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
52,0,23,9934,3,1,1,2,65,3,2,1,0,96,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
54,0,3,4498,1,2,2,1,26,3,3,0,1,40,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
36,1,17,7464,3,0,2,0,85,1,0,2,1,83,3,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
47,1,30,7805,2,3,2,2,54,1,5,0,0,61,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
45,1,29,6182,1,2,2,1,91,1,4,0,0,50,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
21,1,4,4616,1,3,2,0,93,1,0,2,0,19,3,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
49,1,31,9619,2,0,0,2,80,4,2,0,1,46,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
39,1,13,7808,1,2,2,1,95,2,1,0,1,19,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
50,1,31,4779,3,2,2,1,91,0,4,1,0,57,3,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
53,1,39,9608,2,3,0,1,15,2,0,0,0,46,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
41,0,14,5847,3,2,1,1,63,0,0,1,0,83,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
23,0,5,8325,2,0,2,0,47,2,0,1,1,20,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
54,1,40,6687,1,2,2,0,25,3,0,0,0,75,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
23,0,13,8532,1,3,2,0,87,1,2,1,1,16,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
45,1,28,6713,0,2,1,1,28,3,1,1,1,99,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
48,1,5,6211,3,1,3,0,38,2,0,0,2,24,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
52,1,24,7634,1,1,2,2,33,1,0,0,1,52,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
40,1,14,5974,0,2,2,3,49,3,5,0,1,82,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
26,1,12,8301,0,1,1,0,44,1,6,1,0,67,2,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
21,0,4,9867,1,2,2,0,18,1,1,1,1,15,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
54,1,10,6145,0,3,2,0,84,1,0,1,1,49,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
40,0,20,4296,2,3,1,1,66,3,0,2,1,98,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
19,0,5,3674,0,2,2,0,93,1,4,0,0,80,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
31,0,15,9879,2,2,2,1,89,0,2,1,1,55,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
27,1,3,5754,1,2,2,4,91,0,1,1,0,58,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
37,0,24,7233,2,2,2,1,46,2,1,2,2,60,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
25,1,11,3646,2,2,2,1,47,0,0,0,2,68,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
45,1,12,7047,3,2,3,2,13,2,0,2,1,88,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
31,1,18,7245,2,2,2,1,7,3,2,1,1,54,2,2,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
20,1,7,9715,0,0,2,1,35,3,1,0,0,23,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
35,1,1,6077,0,2,3,1,45,2,1,2,1,20,1,3,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
27,0,5,3818,2,2,2,2,68,2,0,0,2,25,2,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
25,0,2,8807,1,3,2,1,23,1,1,0,1,61,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
22,0,10,5919,3,1,2,0,44,1,0,1,0,19,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
56,0,42,7455,0,2,3,2,9,0,2,1,2,50,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
45,0,4,10346,2,2,1,2,67,1,2,0,2,78,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
37,0,25,4971,3,3,2,2,12,0,0,1,1,62,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
40,0,21,9163,1,2,1,3,91,2,1,0,1,68,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
29,1,6,10805,2,2,2,0,17,1,0,1,2,43,3,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
24,1,11,6355,1,1,2,1,29,2,1,0,1,28,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
